"","IDG_RIUU","COD_PLAN","PAPA_tot","TOT_CREDITOS","NO_MATRICULAS","CREDITOS_AP","AVANCE","PROM_AVANCE","NO_PERDIDAS","ACTIVO"
"1355","012722514","2514",4.43061224489796,49,3,49,34.75,11.58,0,0
"1356","012742514","2514",3.90505050505051,99,7,99,70.21,10.03,0,0
"1357","012762514","2514",3.98214285714286,84,6,84,59.57,9.93,0,0
"1358","012782514","2514",4.34390243902439,41,3,41,29.08,9.69,0,0
"1359","012792514","2514",3.38024691358025,81,7,59,41.84,5.98,6,0
"1360","012812514","2514",2.475,12,1,6,4.26,4.26,2,0
"1361","012822514","2514",3.78086956521739,115,11,99,70.21,6.38,3,0
"1362","012832514","2514",3.3968085106383,94,10,70,49.65,4.96,6,1
"1363","012842514","2514",3.075,16,1,8,5.67,5.67,2,0
"1364","012862514","2514",3.57886178861789,123,9,100,70.92,7.88,6,0
"1365","012882514","2514",3.96914893617021,94,7,90,63.83,9.12,1,0
"1366","012902514","2514",4.07857142857143,70,4,70,49.65,12.41,0,0
"1367","012932514","2514",4.29880952380952,84,6,84,59.57,9.93,0,0
"1368","012942514","2514",3.76363636363636,121,8,101,71.63,8.95,5,0
"1369","012952514","2514",3.5,128,11,108,76.6,6.96,5,0
"1370","012962514","2514",3.92882882882883,111,8,103,73.05,9.13,2,0
"1371","012992514","2514",3.96,15,1,15,10.64,10.64,0,0
"1372","013012514","2514",3.88505747126437,87,7,83,58.87,8.41,1,0
"1373","013072514","2514",3.58942307692308,104,8,93,65.96,8.24,3,0
"1374","013082514","2514",4.17058823529412,68,4,68,48.23,12.06,0,0
"1375","013102514","2514",4.35714285714286,70,5,70,49.65,9.93,0,0
"1376","013112514","2514",3.343,100,9,74,52.48,5.83,7,0
"1377","013152514","2514",4.07849462365591,93,7,85,60.28,8.61,2,0
"1378","013172514","2514",4.03604651162791,86,8,78,55.32,6.92,2,0
"1379","013182514","2514",4.44375,48,4,48,34.04,8.51,0,0
"1380","013192514","2514",3.58953488372093,86,7,76,53.9,7.7,3,0
"1381","013202514","2514",4.26585365853659,82,6,82,58.16,9.69,0,0
"1382","013222514","2514",3.87638888888889,72,6,68,48.23,8.04,1,0
"1383","013252514","2514",3.60810810810811,148,12,132,93.62,7.8,4,0
"1384","013282514","2514",4.39402985074627,67,5,67,47.52,9.5,0,0
"1385","013332514","2514",4.01323529411765,68,5,68,48.23,9.65,0,0
"1386","013342514","2514",3.74716981132075,106,7,94,66.67,9.52,3,0
"1387","013392514","2514",3.78297872340426,94,7,86,60.99,8.71,2,0
"1388","013402514","2514",4.2578947368421,95,7,95,67.38,9.63,0,0
"1389","013442514","2514",4.24313725490196,51,4,51,36.17,9.04,0,0
"1390","013452514","2514",3.53333333333333,12,2,12,8.51,4.26,0,0
"1391","013462514","2514",4.05714285714286,14,2,11,7.8,3.9,1,0
"1392","013472514","2514",3.24774774774775,111,10,84,59.57,5.96,7,1
"1393","013482514","2514",3.65512820512821,78,6,74,52.48,8.75,1,0
"1394","013492514","2514",2.37352941176471,68,5,9,6.38,1.28,14,0
"1395","013522514","2514",1.35714285714286,21,1,4,2.84,2.84,5,0
"1396","013542514","2514",3.54580152671756,131,10,115,81.56,8.16,4,0
"1397","013572514","2514",3.48632478632479,117,10,98,69.5,6.95,5,1
"1398","013582514","2514",3.51416666666667,120,10,100,70.92,7.09,6,0
"1399","013592514","2514",3.92528735632184,87,6,87,61.7,10.28,0,0
"1400","013602514","2514",4.01495327102804,107,7,103,73.05,10.44,1,0
"1401","013612514","2514",3.12983870967742,124,11,84,59.57,5.42,10,0
"1402","013622514","2514",4.03684210526316,114,9,102,72.34,8.04,3,0
"1403","013632514","2514",3.86746987951807,83,5,83,58.87,11.77,0,0
"1404","013642514","2514",4.151,100,7,97,68.79,9.83,1,0
"1405","013672514","2514",3.69469026548673,113,9,94,66.67,7.41,5,0
"1406","013682514","2514",3.84961240310078,129,8,117,82.98,10.37,3,0
"1407","013692514","2514",2.81578947368421,38,3,22,15.6,5.2,4,0
"1408","013702514","2514",3.075,76,8,60,42.55,5.32,4,1
"1409","013722514","2514",3.632,125,10,101,71.63,7.16,6,1
"1410","013752514","2514",3.9364406779661,118,7,110,78.01,11.14,2,0
"1411","013762514","2514",0.835294117647059,17,1,0,0,0,5,0
"1412","013772514","2514",3.41590909090909,88,6,76,53.9,8.98,3,0
"1413","013782514","2514",3.72773109243697,119,11,111,78.72,7.16,2,0
"1414","013792514","2514",4.02659574468085,94,6,91,64.54,10.76,1,0
"1415","013802514","2514",3.69,80,8,69,48.94,6.12,3,0
"1416","013822514","2514",3.288,50,5,38,26.95,5.39,3,0
"1417","013842514","2514",3.99,90,7,90,63.83,9.12,0,0
"1418","013862514","2514",2.75,14,1,10,7.09,7.09,1,0
"1419","013872514","2514",4.56034482758621,116,8,116,82.27,10.28,0,0
"1420","013882514","2514",4.17572815533981,103,8,99,70.21,8.78,1,0
"1421","013952514","2514",3.70982142857143,112,9,93,65.96,7.33,5,0
"1422","013982514","2514",4.72298850574713,87,6,87,61.7,10.28,0,0
"1423","014002514","2514",3.84299065420561,107,8,100,70.92,8.87,2,0
"1424","014022514","2514",4.29222222222222,90,6,90,63.83,10.64,0,0
"1425","014042514","2514",3.89495798319328,119,8,107,75.89,9.49,3,0
"1426","014052514","2514",4.0009009009009,111,8,107,75.89,9.49,1,0
"1427","014072514","2514",3.93717948717949,78,5,74,52.48,10.5,1,0
"1428","014082514","2514",4.03695652173913,46,3,46,32.62,10.87,0,0
"1429","014092514","2514",2.83333333333333,27,2,12,8.51,4.26,4,0
"1430","014102514","2514",4.10655737704918,61,4,61,43.26,10.81,0,0
"1431","014112514","2514",4.496875,64,5,64,45.39,9.08,0,0
"1432","014132514","2514",4.20797101449275,138,9,134,95.04,10.56,1,0
"1433","014142514","2514",3.29130434782609,115,10,84,59.57,5.96,8,0
"1434","014152514","2514",4.10582524271845,103,7,103,73.05,10.44,0,0
"1435","014162514","2514",3.80714285714286,126,9,115,81.56,9.06,3,0
"1436","014172514","2514",3.4546875,128,10,116,82.27,8.23,3,0
"1437","014182514","2514",3.86017699115044,113,12,113,80.14,6.68,0,1
"1438","014202514","2514",3.40632911392405,79,9,64,45.39,5.04,4,0
"1439","014212514","2514",4.32673267326733,101,7,97,68.79,9.83,1,0
"1440","014222514","2514",3.75116279069767,129,11,117,82.98,7.54,3,1
"1441","014232514","2514",2.3,34,3,11,7.8,2.6,6,0
"1442","014242514","2514",3.91897810218978,137,9,113,80.14,8.9,5,0
"1443","014252514","2514",3.51833333333333,120,7,104,73.76,10.54,4,0
"1444","014262514","2514",2.1,7,1,0,0,0,2,0
"1445","014282514","2514",1.76,15,1,0,0,0,4,0
"1446","014292514","2514",2.8340206185567,97,10,50,35.46,3.55,10,0
"1447","014312514","2514",3.375,100,9,76,53.9,5.99,6,1
"1448","014322514","2514",3.56564885496183,131,12,111,78.72,6.56,5,1
"1449","014372514","2514",4.04263565891473,129,9,121,85.82,9.54,2,0
"1450","014382514","2514",2.25714285714286,35,2,13,9.22,4.61,6,0
"1451","014412514","2514",3.99083969465649,131,9,124,87.94,9.77,2,0
"1452","014422514","2514",4.30076923076923,130,7,126,89.36,12.77,1,0
"1453","014432514","2514",4.22612612612613,111,7,111,78.72,11.25,0,0
"1454","014442514","2514",1.24444444444444,27,2,4,2.84,1.42,6,0
"1455","014452514","2514",4.1,98,6,98,69.5,11.58,0,0
"1456","014462514","2514",3.30625,112,10,82,58.16,5.82,8,1
"1457","014472514","2514",4.12477876106195,113,7,109,77.3,11.04,1,0
"1458","014482514","2514",4.04081632653061,98,7,98,69.5,9.93,0,0
"1459","014512514","2514",4.18307692307692,130,8,118,83.69,10.46,3,0
"1460","014522514","2514",2.0448275862069,29,3,11,7.8,2.6,5,0
"1461","014532514","2514",4.0175,120,8,112,79.43,9.93,2,0
"1462","014572514","2514",3.6541095890411,146,11,119,84.4,7.67,6,0
"1463","014642514","2514",4.09389312977099,131,9,127,90.07,10.01,1,0
"1464","014672514","2514",3.82781954887218,133,9,118,83.69,9.3,4,0
"1465","014692514","2514",3.45375,80,7,72,51.06,7.29,2,1
"1466","014752514","2514",0.35,12,1,0,0,0,4,0
"1467","014772514","2514",4.19038461538462,52,6,52,36.88,6.15,0,0
"1468","014782514","2514",0.566666666666667,12,1,0,0,0,3,0
"1469","014802514","2514",3.27857142857143,56,5,41,29.08,5.82,4,0
"1470","014812514","2514",4.27027027027027,37,3,37,26.24,8.75,0,0
"1471","014822514","2514",4.17254901960784,51,3,51,36.17,12.06,0,0
"1472","014832514","2514",3.98904109589041,73,5,69,48.94,9.79,1,0
"1473","014842514","2514",0.867741935483871,31,3,3,2.13,0.71,7,0
"1474","014852514","2514",1.88285714285714,70,5,32,22.7,4.54,10,0
"1475","014862514","2514",4.55934065934066,91,6,91,64.54,10.76,0,0
"1476","014882514","2514",1.88333333333333,24,2,8,5.67,2.84,4,0
"1477","014892514","2514",3.55918367346939,49,3,41,29.08,9.69,2,0
"1478","014902514","2514",4.4031914893617,94,9,94,66.67,7.41,0,1
"1479","014912514","2514",3.8984496124031,129,10,125,88.65,8.87,1,0
"1480","014922514","2514",3.63461538461538,156,12,132,93.62,7.8,6,0
"1481","014932514","2514",3.84628099173554,121,10,101,71.63,7.16,5,1
"1482","014942514","2514",3.34655172413793,116,12,80,56.74,4.73,8,1
"1483","014952514","2514",4.11294964028777,139,9,131,92.91,10.32,2,0
"1484","014962514","2514",3.90491803278688,122,11,122,86.52,7.87,0,0
"1485","014972514","2514",0.78,10,1,0,0,0,3,0
"1486","014982514","2514",4.11478873239437,142,9,134,95.04,10.56,2,0
"1487","014992514","2514",4.26771653543307,127,9,127,90.07,10.01,0,0
"1488","015062514","2514",2.47777777777778,18,1,6,4.26,4.26,3,0
"1489","015112514","2514",0.433333333333333,12,1,0,0,0,3,0
"1490","015122514","2514",2.98611111111111,72,6,37,26.24,4.37,9,1
"1491","015132514","2514",2.63720930232558,43,4,19,13.48,3.37,6,0
"1492","015152514","2514",3.95,138,11,126,89.36,8.12,3,0
"1493","015202514","2514",3.39357798165138,109,10,86,60.99,6.1,5,1
"1494","015212514","2514",2.48571428571429,14,1,6,4.26,4.26,2,0
"1495","015232514","2514",3.84,140,11,128,90.78,8.25,3,0
"1496","015242514","2514",4.05957446808511,141,11,125,88.65,8.06,4,0
"1497","015252514","2514",4.16917293233083,133,9,121,85.82,9.54,3,0
"1498","015262514","2514",3.65962732919255,161,11,133,94.33,8.58,7,0
"1499","015272514","2514",3.34769230769231,130,10,106,75.18,7.52,6,1
"1500","015282514","2514",3.74052287581699,153,12,137,97.16,8.1,4,0
"1501","015292514","2514",4.07518796992481,133,10,121,85.82,8.58,3,0
"1502","015332514","2514",3.86546762589928,139,11,127,90.07,8.19,3,0
"1503","015342514","2514",3.5655737704918,122,9,95,67.38,7.49,7,1
"1504","015352514","2514",3.76713286713287,143,11,131,92.91,8.45,3,0
"1505","015362514","2514",3.73787878787879,132,11,121,85.82,7.8,3,0
"1506","015372514","2514",4.25923076923077,130,10,130,92.2,9.22,0,0
"1507","015382514","2514",4.10223880597015,134,11,130,92.2,8.38,1,0
"1508","015392514","2514",3.77668711656442,163,12,143,101.42,8.45,5,0
"1509","015412514","2514",4.05138888888889,144,10,132,93.62,9.36,3,0
"1510","015432514","2514",3.64203821656051,157,11,133,94.33,8.58,6,0
"1511","015462514","2514",4.44426229508197,122,9,122,86.52,9.61,0,0
"1512","015472514","2514",3.19393939393939,33,2,22,15.6,7.8,3,0
"1513","015482514","2514",3.63161764705882,136,10,117,82.98,8.3,5,0
"1514","015502514","2514",4.13984962406015,133,9,125,88.65,9.85,2,0
"1515","015512514","2514",2.425,60,5,33,23.4,4.68,7,0
"1516","015522514","2514",3.34647887323944,142,11,110,78.01,7.09,8,1
"1517","015532514","2514",3.41931034482759,145,12,113,80.14,6.68,8,0
"1518","015542514","2514",4.46299212598425,127,9,127,90.07,10.01,0,0
"1519","015552514","2514",4.07033898305085,118,8,118,83.69,10.46,0,0
"1520","015562514","2514",4.1625850340136,147,10,143,101.42,10.14,1,0
"1521","015572514","2514",1.70344827586207,29,2,7,4.96,2.48,6,0
"1522","015582514","2514",3.73310810810811,148,11,132,93.62,8.51,4,0
"1523","015602514","2514",3.84405594405594,143,9,131,92.91,10.32,3,0
"1524","015612514","2514",1.35454545454545,22,2,0,0,0,6,0
"1525","015622514","2514",3.80533333333333,150,10,134,95.04,9.5,4,0
"1526","015642514","2514",3.56460674157303,178,12,146,103.55,8.63,8,0
"1527","015662514","2514",3.94294117647059,170,13,150,106.38,8.18,4,0
"1528","015672514","2514",1.43333333333333,12,1,0,0,0,3,0
"1529","015682514","2514",2.77,70,6,35,24.82,4.14,9,0
"1530","015692514","2514",4.01645569620253,158,12,147,104.26,8.69,3,0
"1531","015722514","2514",3.90397350993377,151,9,135,95.74,10.64,4,0
"1532","015732514","2514",2.64761904761905,21,3,14,9.93,3.31,2,0
"1533","015742514","2514",3.62516556291391,151,9,131,92.91,10.32,5,0
"1534","015752514","2514",3.48741258741259,143,12,123,87.23,7.27,5,1
"1535","015762514","2514",4.05333333333333,150,10,138,97.87,9.79,3,0
"1536","015792514","2514",3.30214285714286,140,11,104,73.76,6.71,9,1
"1537","015802514","2514",3.88951048951049,143,10,135,95.74,9.57,2,0
"1538","015812514","2514",2.8625,8,1,5,3.55,3.55,1,0
"1539","015822514","2514",4.08174603174603,126,8,126,89.36,11.17,0,0
"1540","015832514","2514",2.65789473684211,19,2,11,7.8,3.9,2,0
"1541","015842514","2514",4.02147651006711,149,8,134,95.04,11.88,4,0
"1542","015852514","2514",3.832,25,2,21,14.89,7.44,1,0
"1543","015862514","2514",2.26363636363636,11,1,3,2.13,2.13,2,0
"1544","015882514","2514",4.16266666666667,150,10,146,103.55,10.36,1,0
"1545","015912514","2514",3.32727272727273,11,1,7,4.96,4.96,1,0
"1546","015942514","2514",2.35454545454545,11,1,3,2.13,2.13,2,0
"1547","015962514","2514",2.54259259259259,54,4,32,22.7,5.68,6,0
"1548","015972514","2514",1.3,8,1,0,0,0,2,0
"1549","015992514","2514",4.18391608391608,143,10,135,95.74,9.57,2,0
"1550","016002514","2514",3.94831460674157,178,12,159,112.77,9.4,5,0
"1551","016012514","2514",4.13181818181818,154,9,146,103.55,11.51,2,0
"1552","016022514","2514",4.19027777777778,144,10,136,96.45,9.64,2,0
"1553","016052514","2514",1.43333333333333,12,1,4,2.84,2.84,2,0
"1554","016082514","2514",3.04857142857143,35,3,23,16.31,5.44,3,0
"1555","016102514","2514",4.40814814814815,135,9,135,95.74,10.64,0,0
"1556","016112514","2514",1.51724137931034,29,3,7,4.96,1.65,6,0
"1557","016122514","2514",2.15925925925926,27,2,14,9.93,4.96,4,0
"1558","016162514","2514",3.39203539823009,113,11,93,65.96,6,5,1
"1559","016172514","2514",4.6050505050505,99,7,99,70.21,10.03,0,0
"1560","016182514","2514",3.93474576271187,118,8,97,68.79,8.6,6,0
"1561","016192514","2514",3.77067669172932,133,9,121,85.82,9.54,3,0
"1562","016202514","2514",4.22214765100671,149,10,145,102.84,10.28,1,0
"1563","016212514","2514",4.44605263157895,152,10,152,107.8,10.78,0,0
"1564","016222514","2514",4.15,86,10,86,60.99,6.1,0,1
"1565","016232514","2514",4.29056603773585,53,4,53,37.59,9.4,0,1
"1566","016242514","2514",2.78817204301075,93,10,64,45.39,4.54,8,1
"1567","016252514","2514",3.33333333333333,12,1,8,5.67,5.67,1,0
"1568","016262514","2514",1.91219512195122,41,3,8,5.67,1.89,9,0
"1569","016272514","2514",4.05172413793103,145,10,141,100,10,1,0
"1570","016282514","2514",4.33402777777778,144,10,144,102.13,10.21,0,0
"1571","016292514","2514",3.86832298136646,161,11,145,102.84,9.35,4,1
"1572","016302514","2514",3.596,150,12,122,86.52,7.21,7,1
"1573","016312514","2514",4.41986301369863,146,10,142,100.71,10.07,1,0
"1574","016322514","2514",4.04121212121212,165,11,149,105.67,9.61,4,0
"1575","016332514","2514",1.67368421052632,19,1,3,2.13,2.13,4,0
"1576","016342514","2514",3.41619718309859,142,12,107,75.89,6.32,9,1
"1577","016362514","2514",2.8,16,2,8,5.67,2.84,2,0
"1578","016372514","2514",1,16,1,4,2.84,2.84,3,0
"1579","016382514","2514",4.134,150,11,146,103.55,9.41,1,0
"1580","016392514","2514",2.72340425531915,47,4,23,16.31,4.08,6,0
"1581","016402514","2514",3.4625,104,11,96,68.09,6.19,2,1
"1582","016412514","2514",3.08181818181818,11,1,3,2.13,2.13,2,0
"1583","016422514","2514",3.6327731092437,119,10,103,73.05,7.3,4,1
"1584","016432514","2514",4.0483660130719,153,10,145,102.84,10.28,2,0
"1585","016452514","2514",0,11,1,0,0,0,3,0
"1586","016462514","2514",4.60753424657534,146,10,146,103.55,10.36,0,0
"1587","016472514","2514",2.36333333333333,30,2,14,9.93,4.96,4,0
"1588","016482514","2514",3.69555555555556,135,12,123,87.23,7.27,3,1
"1589","016492514","2514",3.02068965517241,87,9,56,39.72,4.41,8,1
"1590","016502514","2514",1.98421052631579,19,1,4,2.84,2.84,4,0
"1591","016512514","2514",3.31515151515152,132,12,102,72.34,6.03,8,1
"1592","016522514","2514",2.34545454545455,11,1,3,2.13,2.13,2,0
"1593","016532514","2514",3.67719298245614,171,12,147,104.26,8.69,6,1
"1594","016542514","2514",3.43125,32,2,24,17.02,8.51,2,0
"1595","016552514","2514",3.52386363636364,176,11,150,106.38,9.67,7,0
"1596","016562514","2514",2.8,14,1,7,4.96,4.96,2,0
"1597","016572514","2514",3.61941747572816,103,10,87,61.7,6.17,4,1
"1598","016582514","2514",3.2175,80,9,57,40.43,4.49,6,1
"1599","016602514","2514",4.53846153846154,104,8,104,73.76,9.22,0,0
"1600","016622514","2514",3.5603305785124,121,12,101,71.63,5.97,5,1
"1601","016632514","2514",3.6296052631579,152,12,136,96.45,8.04,4,1
"1602","016642514","2514",3.67037037037037,27,2,23,16.31,8.15,1,0
"1603","016652514","2514",2.82647058823529,34,3,14,9.93,3.31,5,0
"1604","016662514","2514",0.34,10,1,0,0,0,3,0
"1605","016672514","2514",3.50545454545455,165,12,142,100.71,8.39,6,1
"1606","016692514","2514",2.075,16,1,4,2.84,2.84,3,0
"1607","016702514","2514",4.02077922077922,154,10,142,100.71,10.07,3,0
"1608","016712514","2514",1.67368421052632,19,1,4,2.84,2.84,4,0
"1609","016722514","2514",2.07368421052632,19,2,7,4.96,2.48,3,0
"1610","016732514","2514",3.15462962962963,108,12,73,51.77,4.31,9,1
"1611","016742514","2514",2.58181818181818,22,2,10,7.09,3.54,3,0
"1612","016752514","2514",3.71,110,10,110,78.01,7.8,0,1
"1613","016782514","2514",3.55575221238938,113,11,94,66.67,6.06,5,1
"1614","016792514","2514",1.73636363636364,11,1,3,2.13,2.13,2,0
"1615","016802514","2514",3.1953488372093,43,3,27,19.15,6.38,4,0
"1616","016812514","2514",3.55070422535211,142,11,115,81.56,7.41,7,0
"1617","016822514","2514",3.9952380952381,105,8,105,74.47,9.31,0,0
"1618","016832514","2514",4.1972972972973,74,6,74,52.48,8.75,0,0
"1619","016842514","2514",3.016,100,10,53,37.59,3.76,11,1
"1620","016852514","2514",3.46435643564356,101,9,85,60.28,6.7,4,1
"1621","016872514","2514",4.00466666666667,150,11,147,104.26,9.48,1,0
"1622","016882514","2514",3.65,130,11,110,78.01,7.09,4,1
"1623","016892514","2514",3.89774436090226,133,10,125,88.65,8.87,2,1
"1624","016902514","2514",3.96106870229008,131,11,127,90.07,8.19,1,1
"1625","016912514","2514",3.92109375,128,10,120,85.11,8.51,2,1
"1626","016922514","2514",2.98666666666667,15,1,7,4.96,4.96,2,0
"1627","016932514","2514",3.76470588235294,17,2,13,9.22,4.61,1,0
"1628","016942514","2514",2.45454545454545,11,1,0,0,0,3,0
"1629","016952514","2514",4.20526315789474,152,10,148,104.96,10.5,1,0
"1630","016962514","2514",4.34903225806452,155,8,155,109.93,13.74,0,0
"1631","016972514","2514",3.79617834394904,157,11,141,100,9.09,4,0
"1632","016982514","2514",3.60714285714286,126,11,108,76.6,6.96,5,1
"1633","017002514","2514",4.04496644295302,149,10,145,102.84,10.28,1,0
"1634","017012514","2514",3.53675213675214,117,11,95,67.38,6.13,6,1
"1635","017022514","2514",4.13333333333333,15,1,15,10.64,10.64,0,0
"1636","017032514","2514",0,15,1,0,0,0,4,0
"1637","017042514","2514",2.84545454545455,11,1,7,4.96,4.96,1,0
"1638","017052514","2514",3.35161290322581,31,3,20,14.18,4.73,3,0
"1639","017062514","2514",2.70769230769231,26,2,14,9.93,4.96,3,0
"1640","017072514","2514",3.31290322580645,124,11,97,68.79,6.25,6,1
"1641","017082514","2514",2.78666666666667,15,1,7,4.96,4.96,2,0
"1642","017092514","2514",3.43626373626374,91,9,76,53.9,5.99,4,1
"1643","017102514","2514",4.13401360544218,147,11,143,101.42,9.22,1,0
"1644","017112514","2514",4.13087248322148,149,10,145,102.84,10.28,1,0
"1645","017132514","2514",3.76764705882353,136,11,125,88.65,8.06,3,1
"1646","017142514","2514",3.62755905511811,127,10,104,73.76,7.38,6,1
"1647","017152514","2514",4.0377358490566,159,11,151,107.09,9.74,2,0
"1648","017162514","2514",4.19931972789116,147,11,143,101.42,9.22,1,0
"1649","017172514","2514",3.96470588235294,119,10,111,78.72,7.87,2,1
"1650","017182514","2514",4.06711409395973,149,11,142,100.71,9.16,2,0
"1651","017192514","2514",4.60441176470588,68,5,68,48.23,9.65,0,0
"1652","017202514","2514",2.87727272727273,22,2,15,10.64,5.32,2,0
"1653","017212514","2514",3.25913978494624,93,10,66,46.81,4.68,7,1
"1654","017222514","2514",2.84545454545455,11,1,7,4.96,4.96,1,0
"1655","017232514","2514",2.90972222222222,72,9,48,34.04,3.78,6,0
"1656","017262514","2514",3.81,100,9,84,59.57,6.62,4,1
"1657","017272514","2514",3.84065934065934,91,7,87,61.7,8.81,1,0
"1658","017282514","2514",3.34905660377358,53,5,41,29.08,5.82,3,0
"1659","017292514","2514",4.16310679611651,103,8,103,73.05,9.13,0,0
"1660","017302514","2514",2.01818181818182,11,1,3,2.13,2.13,2,0
"1661","017312514","2514",3.41196581196581,117,11,93,65.96,6,6,1
"1662","017322514","2514",4.02582781456954,151,10,143,101.42,10.14,2,0
"1663","017332514","2514",3.91538461538461,91,9,87,61.7,6.86,1,1
"1664","017342514","2514",3.75508474576271,118,8,106,75.18,9.4,3,0
"1665","017352514","2514",4.03642857142857,140,10,128,90.78,9.08,3,0
"1666","017362514","2514",4.2452229299363,157,11,153,108.51,9.86,1,0
"1667","017372514","2514",4.30201342281879,149,11,145,102.84,9.35,1,0
"1668","017382514","2514",3.32717391304348,92,11,64,45.39,4.13,7,1
"1669","017402514","2514",2.4,11,1,7,4.96,4.96,1,0
"1670","017412514","2514",4.12151898734177,158,11,155,109.93,9.99,1,0
"1671","017422514","2514",4.3195945945946,148,10,144,102.13,10.21,1,0
"1672","017432514","2514",3.61553398058252,103,10,95,67.38,6.74,2,1
"1673","017452514","2514",3.34444444444444,54,7,42,29.79,4.26,3,0
"1674","017462514","2514",3.89259259259259,135,11,131,92.91,8.45,1,1
"1675","017472514","2514",2.871875,32,2,17,12.06,6.03,4,0
"1676","017482514","2514",2.30769230769231,26,2,7,4.96,2.48,5,0
"1677","017502514","2514",4.32627118644068,118,7,118,83.69,11.96,0,0
"1678","017512514","2514",3.45925925925926,108,9,92,65.25,7.25,4,1
"1679","017522514","2514",4.21351351351351,111,8,107,75.89,9.49,1,0
"1680","017542514","2514",4.20173913043478,115,10,111,78.72,7.87,1,0
"1681","017552514","2514",2.8,94,8,51,36.17,4.52,11,1
"1682","017562514","2514",4.30973451327434,113,8,113,80.14,10.02,0,0
"1683","017572514","2514",3.5275,80,9,76,53.9,5.99,1,1
"1684","017582514","2514",2.81212121212121,33,2,14,9.93,4.96,5,0
"1685","017592514","2514",3.37272727272727,55,6,43,30.5,5.08,3,0
"1686","017602514","2514",3.63813559322034,118,10,98,69.5,6.95,5,1
"1687","017612514","2514",3.98771929824561,57,5,50,35.46,7.09,2,0
"1688","017622514","2514",4.03379310344828,145,10,133,94.33,9.43,3,1
"1689","017632514","2514",3.32708333333333,96,10,76,53.9,5.39,5,1
"1690","017642514","2514",2.29444444444444,18,2,11,7.8,3.9,2,0
"1691","017652514","2514",3.55490196078431,102,9,87,61.7,6.86,4,1
"1692","017662514","2514",3.92105263157895,114,10,110,78.01,7.8,1,1
"1693","017672514","2514",2.97230769230769,65,7,45,31.91,4.56,5,1
"1694","017682514","2514",2.24736842105263,19,1,3,2.13,2.13,4,0
"1695","017692514","2514",1.29090909090909,11,1,0,0,0,3,0
"1696","017702514","2514",3.60592592592593,135,10,123,87.23,8.72,3,1
"1697","017712514","2514",1.67272727272727,11,1,3,2.13,2.13,2,0
"1698","017722514","2514",4.28148148148148,135,10,135,95.74,9.57,0,1
"1699","017732514","2514",3.8191011235955,89,7,89,63.12,9.02,0,0
"1700","017742514","2514",3.40909090909091,11,1,11,7.8,7.8,0,0
"1701","017752514","2514",3.97904761904762,105,8,101,71.63,8.95,1,1
"1702","017762514","2514",0.366666666666667,15,1,0,0,0,4,0
"1703","017772514","2514",1.15714285714286,14,1,0,0,0,4,0
"1704","017782514","2514",3.4969696969697,66,9,50,35.46,3.94,4,1
"1705","017792514","2514",3.43604651162791,86,9,66,46.81,5.2,5,1
"1706","017802514","2514",3.73142857142857,35,3,31,21.99,7.33,1,0
"1707","017812514","2514",4.35036496350365,137,10,137,97.16,9.72,0,1
"1708","017832514","2514",3.68014705882353,136,10,120,85.11,8.51,4,1
"1709","017842514","2514",4.07876712328767,146,10,142,100.71,10.07,1,0
"1710","017852514","2514",3.83069306930693,101,9,93,65.96,7.33,2,1
"1711","017862514","2514",3.70705882352941,85,9,73,51.77,5.75,3,1
"1712","017872514","2514",3,7,1,3,2.13,2.13,1,1
"1713","017882514","2514",3.57567567567568,37,5,33,23.4,4.68,1,1
"1714","017892514","2514",3.19479166666667,96,10,76,53.9,5.39,5,1
"1715","017902514","2514",3.93037037037037,135,10,123,87.23,8.72,3,1
"1716","017912514","2514",3.51138211382114,123,10,111,78.72,7.87,3,1
"1717","017922514","2514",4.10672268907563,119,10,115,81.56,8.16,1,1
"1718","017932514","2514",3.06619718309859,71,7,52,36.88,5.27,5,1
"1719","017952514","2514",4.01703703703704,135,10,131,92.91,9.29,1,1
"1720","017962514","2514",4.32258064516129,31,3,31,21.99,7.33,0,0
"1721","017972514","2514",3.72615384615385,130,9,118,83.69,9.3,3,1
"1722","017982514","2514",3.13333333333333,15,1,11,7.8,7.8,1,0
"1723","017992514","2514",4.10975609756098,41,5,41,29.08,5.82,0,0
"1724","018002514","2514",4.19851851851852,135,10,135,95.74,9.57,0,1
"1725","018012514","2514",4.13523809523809,105,9,105,74.47,8.27,0,1
"1726","018022514","2514",2.6,15,1,3,2.13,2.13,3,0
"1727","018042514","2514",2.95172413793103,29,2,17,12.06,6.03,3,0
"1728","018052514","2514",3.24782608695652,92,10,72,51.06,5.11,4,1
"1729","018082514","2514",3.32954545454546,88,9,64,45.39,5.04,6,1
"1730","018102514","2514",4.1,117,10,117,82.98,8.3,0,1
"1731","018112514","2514",4.04193548387097,124,10,124,87.94,8.79,0,1
"1732","018122514","2514",3.16428571428571,14,2,10,7.09,3.54,1,0
"1733","018132514","2514",3.41595744680851,94,9,76,53.9,5.99,5,1
"1734","018142514","2514",3.87281553398058,103,8,99,70.21,8.78,1,1
"1735","018152514","2514",3.9078431372549,51,5,43,30.5,6.1,2,0
"1736","018162514","2514",4.20469798657718,149,10,146,103.55,10.36,1,0
"1737","018172514","2514",2.54,15,2,7,4.96,2.48,2,0
"1738","018182514","2514",3.59236111111111,144,10,125,88.65,8.87,5,1
