"","IDG_RIUU","COD_PLAN","PAPA_tot","TOT_CREDITOS","NO_MATRICULAS","CREDITOS_AP","AVANCE","PROM_AVANCE","NO_PERDIDAS","ACTIVO"
"5971","018232518","2518",2.63333333333333,12,1,8,5.71,5.71,1,0
"5972","018242518","2518",4.19444444444445,144,9,140,100,11.11,1,0
"5973","018252518","2518",4.64487179487179,156,9,156,111.43,12.38,0,0
"5974","018262518","2518",4.354,150,10,150,107.14,10.71,0,0
"5975","018272518","2518",2.91428571428571,28,2,12,8.57,4.28,4,0
"5976","018282518","2518",3.13571428571429,98,8,75,53.57,6.7,6,1
"5977","018302518","2518",4.51376811594203,138,12,134,95.71,7.98,1,1
"5978","018312518","2518",3.15,16,1,8,5.71,5.71,2,0
"5979","018322518","2518",2.6,12,1,4,2.86,2.86,2,0
"5980","018332518","2518",3.63333333333333,12,1,8,5.71,5.71,1,0
"5981","018352518","2518",0,16,1,0,0,0,4,0
"5982","018362518","2518",3.35940594059406,101,10,81,57.86,5.79,5,1
"5983","018372518","2518",2.625,16,1,4,2.86,2.86,3,0
"5984","018382518","2518",3.79464285714286,112,10,100,71.43,7.14,3,1
"5985","018392518","2518",1.73333333333333,12,1,0,0,0,3,0
"5986","018402518","2518",3.7768,125,11,113,80.71,7.34,3,0
"5987","018412518","2518",2.75,16,1,4,2.86,2.86,3,0
"5988","018422518","2518",0,16,1,0,0,0,4,0
"5989","018442518","2518",0,12,1,0,0,0,3,0
"5990","018452518","2518",4.17708333333333,144,10,140,100,10,1,0
"5991","018462518","2518",0.933333333333333,12,1,0,0,0,3,0
"5992","018472518","2518",2.70909090909091,11,1,3,2.14,2.14,2,0
"5993","018482518","2518",1.4,16,1,4,2.86,2.86,3,0
"5994","018502518","2518",1.8,11,1,3,2.14,2.14,2,0
"5995","018522518","2518",3.16190476190476,21,2,9,6.43,3.21,3,0
"5996","018532518","2518",2.13333333333333,12,1,4,2.86,2.86,2,0
"5997","018542518","2518",1.86363636363636,11,1,0,0,0,3,0
"5998","018552518","2518",3.36363636363636,33,3,21,15,5,3,0
"5999","018572518","2518",2.36296296296296,27,2,15,10.71,5.36,3,0
"6000","018582518","2518",2.275,16,1,4,2.86,2.86,3,0
"6001","018592518","2518",3.26185567010309,97,10,73,52.14,5.21,6,1
"6002","018602518","2518",3.59027777777778,72,7,64,45.71,6.53,2,1
"6003","018612518","2518",3.00131578947368,76,6,47,33.57,5.6,8,1
"6004","018622518","2518",3.59827586206897,116,9,104,74.29,8.25,3,0
"6005","018632518","2518",4.25,24,2,24,17.14,8.57,0,0
"6006","018642518","2518",3.23333333333333,12,1,8,5.71,5.71,1,0
"6007","018662518","2518",4.07307692307692,104,7,104,74.29,10.61,0,0
"6008","018672518","2518",4.50571428571429,35,4,35,25,6.25,0,1
"6009","018682518","2518",3.81914893617021,47,2,39,27.86,13.93,2,0
"6010","018692518","2518",2.2,12,1,0,0,0,3,0
"6011","018702518","2518",3.636,50,4,38,27.14,6.78,2,0
"6012","018732518","2518",4.04137931034483,145,11,141,100.71,9.16,1,0
"6013","018742518","2518",4.67071428571429,140,9,140,100,11.11,0,0
"6014","018752518","2518",4.10514705882353,136,11,132,94.29,8.57,1,1
"6015","018762518","2518",3.64013157894737,152,11,140,100,9.09,3,0
"6016","018772518","2518",2.93488372093023,43,4,28,20,5,4,0
"6017","018782518","2518",3.56842105263158,114,10,98,70,7,4,1
"6018","018792518","2518",4.53694267515923,157,11,157,112.14,10.19,0,0
"6019","018802518","2518",4.14122807017544,114,10,110,78.57,7.86,1,1
"6020","018812518","2518",2.27142857142857,28,2,8,5.71,2.86,5,0
"6021","018832518","2518",4.02260273972603,146,11,146,104.29,9.48,0,0
"6022","018852518","2518",1.86666666666667,12,1,0,0,0,3,0
"6023","018872518","2518",2.73333333333333,12,1,4,2.86,2.86,2,0
"6024","018892518","2518",4.24676258992806,139,11,139,99.29,9.03,0,0
"6025","018912518","2518",4.21712328767123,146,11,142,101.43,9.22,1,0
"6026","018922518","2518",3.06521739130435,23,2,11,7.86,3.93,3,0
"6027","018932518","2518",3.78076923076923,52,4,48,34.29,8.57,1,0
"6028","018952518","2518",4.7443661971831,142,10,142,101.43,10.14,0,0
"6029","018962518","2518",4.2375,144,10,144,102.86,10.29,0,0
"6030","018972518","2518",4.52785714285714,140,11,140,100,9.09,0,0
"6031","018982518","2518",3.80263157894737,152,10,140,100,10,3,0
"6032","018992518","2518",3,36,4,20,14.29,3.57,4,0
"6033","019002518","2518",4.4865671641791,134,11,126,90,8.18,2,1
"6034","019012518","2518",4.40503597122302,139,11,139,99.29,9.03,0,1
"6035","019022518","2518",2.93333333333333,12,1,4,2.86,2.86,2,0
"6036","019052518","2518",3.462,50,5,38,27.14,5.43,3,1
"6037","019062518","2518",3.53,70,7,51,36.43,5.2,5,0
"6038","019092518","2518",3.48411214953271,107,7,91,65,9.29,4,0
"6039","019102518","2518",2.86666666666667,12,1,4,2.86,2.86,2,0
"6040","019112518","2518",2.36666666666667,12,1,4,2.86,2.86,2,0
"6041","019132518","2518",1.8,12,1,0,0,0,3,0
"6042","019142518","2518",2.6,24,2,8,5.71,2.86,4,0
"6043","019182518","2518",0.433333333333333,12,1,0,0,0,3,0
"6044","019192518","2518",0.566666666666667,12,1,0,0,0,3,0
"6045","019202518","2518",4.375,140,11,140,100,9.09,0,0
"6046","019222518","2518",4.01666666666667,138,11,138,98.57,8.96,0,1
"6047","019232518","2518",3.4,73,8,61,43.57,5.45,3,1
"6048","019252518","2518",0.853333333333333,15,2,4,2.86,1.43,3,0
"6049","019262518","2518",3.28615384615385,65,8,49,35,4.38,4,0
"6050","019272518","2518",2.33333333333333,12,1,4,2.86,2.86,2,0
"6051","019292518","2518",3.21666666666667,24,2,12,8.57,4.28,3,0
"6052","019302518","2518",3.06,100,8,81,57.86,7.23,5,1
"6053","019312518","2518",0.966666666666667,12,1,0,0,0,3,0
"6054","019332518","2518",4.28416666666667,120,8,116,82.86,10.36,1,0
"6055","019342518","2518",3.64571428571429,105,8,93,66.43,8.3,3,0
"6056","019352518","2518",3.74848484848485,132,11,108,77.14,7.01,5,1
"6057","019372518","2518",2.53333333333333,12,1,4,2.86,2.86,2,0
"6058","019402518","2518",4.53533834586466,133,8,133,95,11.88,0,0
"6059","019412518","2518",4.14285714285714,84,6,80,57.14,9.52,1,0
"6060","019422518","2518",3.55454545454545,11,1,7,5,5,1,0
"6061","019432518","2518",4.32867132867133,143,10,143,102.14,10.21,0,0
"6062","019442518","2518",2.05,16,1,4,2.86,2.86,3,0
"6063","019452518","2518",4.26214285714286,140,10,140,100,10,0,0
"6064","019462518","2518",4.08965517241379,87,7,87,62.14,8.88,0,1
"6065","019472518","2518",3.04285714285714,28,2,16,11.43,5.72,3,0
"6066","019482518","2518",3.86549295774648,142,10,134,95.71,9.57,2,1
"6067","019492518","2518",1.06666666666667,12,1,0,0,0,3,0
"6068","019502518","2518",2.5,12,1,0,0,0,3,0
"6069","019512518","2518",3.44,65,4,41,29.29,7.32,6,1
"6070","019522518","2518",3.47314814814815,108,10,92,65.71,6.57,4,1
"6071","019532518","2518",2.15,8,1,4,2.86,2.86,1,0
"6072","019542518","2518",4.45301204819277,166,10,166,118.57,11.86,0,0
"6073","019562518","2518",3.02727272727273,22,2,14,10,5,2,0
"6074","019572518","2518",4.26052631578947,152,9,145,103.57,11.51,2,0
"6075","019582518","2518",2.02857142857143,28,2,8,5.71,2.86,5,0
"6076","019592518","2518",4.13846153846154,104,8,100,71.43,8.93,1,0
"6077","019602518","2518",3.08333333333333,24,2,20,14.29,7.14,1,1
"6078","019612518","2518",1.85,16,1,4,2.86,2.86,3,0
"6079","019622518","2518",1.55,16,1,4,2.86,2.86,3,0
"6080","019632518","2518",4.56417910447761,67,6,67,47.86,7.98,0,0
"6081","019642518","2518",3.36666666666667,24,2,12,8.57,4.28,3,0
"6082","019652518","2518",0.366666666666667,12,1,0,0,0,3,0
"6083","019672518","2518",4.53225806451613,124,9,124,88.57,9.84,0,0
"6084","019682518","2518",3.55614035087719,114,9,98,70,7.78,4,1
"6085","019692518","2518",3.03802816901408,71,7,47,33.57,4.8,6,1
"6086","019702518","2518",2.87846153846154,65,8,41,29.29,3.66,6,0
"6087","019712518","2518",4.08222222222222,135,10,135,96.43,9.64,0,1
"6088","019722518","2518",2.225,16,1,4,2.86,2.86,3,0
"6089","019732518","2518",1.46666666666667,12,1,0,0,0,3,0
"6090","019762518","2518",1.69302325581395,43,4,12,8.57,2.14,8,0
"6091","019772518","2518",4.375,48,4,48,34.29,8.57,0,0
"6092","019802518","2518",3.48985507246377,69,7,53,37.86,5.41,4,1
"6093","019812518","2518",2.65,24,2,12,8.57,4.28,3,0
"6094","019832518","2518",3.52,20,2,16,11.43,5.72,1,0
"6095","019862518","2518",3.85,8,1,8,5.71,5.71,0,1
"6096","019872518","2518",4.25966386554622,119,9,115,82.14,9.13,1,1
"6097","019882518","2518",3.91560283687943,141,9,141,100.71,11.19,0,0
"6098","019892518","2518",4.0015037593985,133,9,121,86.43,9.6,3,1
"6099","019902518","2518",4.62962962962963,108,9,108,77.14,8.57,0,1
"6100","019912518","2518",3.53456790123457,81,8,65,46.43,5.8,4,1
"6101","019922518","2518",2.95833333333333,48,6,36,25.71,4.28,3,1
"6102","019932518","2518",4.6520325203252,123,9,123,87.86,9.76,0,1
"6103","019942518","2518",4.49507042253521,142,9,142,101.43,11.27,0,0
"6104","019952518","2518",3.61686746987952,83,8,71,50.71,6.34,3,1
"6105","019962518","2518",4.64205607476635,107,8,107,76.43,9.55,0,1
"6106","019972518","2518",4.4,120,8,120,85.71,10.71,0,1
"6107","019982518","2518",3.875,32,3,28,20,6.67,1,0
"6108","019992518","2518",0.7,8,1,0,0,0,2,0
"6109","020002518","2518",4.34117647058824,136,8,136,97.14,12.14,0,1
"6110","020052518","2518",2.93333333333333,12,1,4,2.86,2.86,2,0
"6111","020062518","2518",4.49824561403509,114,8,114,81.43,10.18,0,1
"6112","020072518","2518",3.44444444444444,27,2,19,13.57,6.78,2,0
"6113","020082518","2518",4.2255033557047,149,9,149,106.43,11.83,0,0
"6114","020092518","2518",4.02481751824817,137,9,134,95.71,10.63,1,0
"6115","020102518","2518",3.81153846153846,26,3,22,15.71,5.24,1,0
"6116","020112518","2518",4.01,80,8,72,51.43,6.43,2,1
"6117","020122518","2518",1.93333333333333,12,1,0,0,0,3,0
"6118","020132518","2518",4.38461538461539,91,8,91,65,8.12,0,1
"6119","020142518","2518",3.98548387096774,124,9,124,88.57,9.84,0,1
"6120","020162518","2518",3.59565217391304,23,2,19,13.57,6.78,1,0
"6121","020202518","2518",2.71272727272727,55,6,35,25,4.17,5,0
"6122","020222518","2518",3.44,20,2,20,14.29,7.14,0,1
"6123","020232518","2518",3.57830188679245,106,9,86,61.43,6.83,5,1
"6124","020242518","2518",3.57586206896552,29,3,25,17.86,5.95,1,0
"6125","020252518","2518",3.13714285714286,35,6,19,13.57,2.26,4,1
"6126","020282518","2518",3.3,72,9,56,40,4.44,4,1
"6127","020292518","2518",2.96470588235294,68,6,40,28.57,4.76,7,1
"6128","020302518","2518",1.26666666666667,12,1,0,0,0,3,0
"6129","020312518","2518",2.4,28,4,12,8.57,2.14,4,0
"6130","020332518","2518",1.93333333333333,12,1,0,0,0,3,0
"6131","020342518","2518",4.6546218487395,119,8,119,85,10.62,0,1
"6132","020352518","2518",4.51344537815126,119,8,119,85,10.62,0,1
"6133","020362518","2518",3.94655172413793,58,5,58,41.43,8.29,0,1
"6134","020372518","2518",2.83333333333333,12,1,8,5.71,5.71,1,0
"6135","020382518","2518",4.8036231884058,138,9,138,98.57,10.95,0,1
"6136","020392518","2518",4.00094339622641,106,8,102,72.86,9.11,1,1
"6137","020402518","2518",3.3625,32,4,24,17.14,4.28,2,0
"6138","020422518","2518",3.6375,32,3,20,14.29,4.76,3,1
"6139","020442518","2518",4.62,20,1,20,14.29,14.29,0,1
"6140","020462518","2518",3.56470588235294,68,6,64,45.71,7.62,1,0
"6141","020472518","2518",4.40081300813008,123,9,120,85.71,9.52,1,0
"6142","020482518","2518",4.54174757281553,103,8,103,73.57,9.2,0,0
"6143","020492518","2518",4.3093023255814,129,9,129,92.14,10.24,0,0
"6144","020502518","2518",3.3219298245614,114,9,90,64.29,7.14,6,1
"6145","020512518","2518",4.13181818181818,88,7,84,60,8.57,1,1
"6146","020522518","2518",4.2469696969697,66,6,66,47.14,7.86,0,1
"6147","020532518","2518",3.66153846153846,78,7,62,44.29,6.33,4,1
"6148","020542518","2518",4.27831325301205,83,7,83,59.29,8.47,0,1
"6149","020552518","2518",2.4,8,1,0,0,0,2,0
"6150","020562518","2518",4.468,125,8,125,89.29,11.16,0,1
"6151","020572518","2518",3.96666666666667,69,7,69,49.29,7.04,0,1
"6152","020582518","2518",3.94591836734694,98,8,98,70,8.75,0,0
"6153","020592518","2518",4.05432098765432,81,8,81,57.86,7.23,0,1
"6154","020602518","2518",4.05263157894737,114,8,106,75.71,9.46,2,1
"6155","020612518","2518",4.54035087719298,57,5,57,40.71,8.14,0,0
"6156","020632518","2518",4.235,20,2,20,14.29,7.14,0,0
"6157","020642518","2518",3.04090909090909,88,7,60,42.86,6.12,7,1
"6158","020652518","2518",2.75,8,1,4,2.86,2.86,1,0
"6159","020662518","2518",3.975,48,4,48,34.29,8.57,0,1
"6160","020672518","2518",3.8,40,3,40,28.57,9.52,0,0
"6161","020682518","2518",4.07674418604651,86,7,86,61.43,8.78,0,1
"6162","020692518","2518",4.24819277108434,83,7,83,59.29,8.47,0,1
"6163","020712518","2518",3.52173913043478,23,3,23,16.43,5.48,0,1
"6164","020722518","2518",4.28469387755102,98,8,98,70,8.75,0,1
"6165","020732518","2518",4.51842105263158,114,8,114,81.43,10.18,0,1
"6166","020742518","2518",3.81866666666667,75,6,63,45,7.5,2,1
"6167","020752518","2518",3.85909090909091,22,3,22,15.71,5.24,0,0
"6168","020782518","2518",3.93333333333333,12,3,12,8.57,2.86,0,1
"6169","020792518","2518",3.45423728813559,59,5,51,36.43,7.29,2,1
"6170","020802518","2518",0,12,1,0,0,0,3,0
"6171","020812518","2518",3.86818181818182,22,2,22,15.71,7.86,0,1
"6172","020832518","2518",3.16666666666667,12,1,8,5.71,5.71,1,1
"6173","020842518","2518",3.49444444444444,18,2,14,10,5,1,0
"6174","020852518","2518",3.75,100,8,88,62.86,7.86,3,1
"6175","020862518","2518",3.9018691588785,107,8,107,76.43,9.55,0,1
"6176","020872518","2518",3.75,32,3,32,22.86,7.62,0,0
"6177","020882518","2518",1.4,16,3,4,2.86,0.95,3,0
"6178","020892518","2518",3.398,50,6,42,30,5,2,1
"6179","020902518","2518",4.4,60,6,60,42.86,7.14,0,0
"6180","020912518","2518",4.36153846153846,52,5,52,37.14,7.43,0,0
"6181","020922518","2518",0,8,1,0,0,0,2,1
"6182","020932518","2518",3.43488372093023,43,7,31,22.14,3.16,3,1
"6183","020942518","2518",4.4,28,2,28,20,10,0,1
"6184","020952518","2518",1.01428571428571,14,2,3,2.14,1.07,3,0
"6185","020992518","2518",3.92551020408163,98,7,94,67.14,9.59,1,1
"6186","021002518","2518",4.76,40,3,40,28.57,9.52,0,1
"6187","021012518","2518",3.58974358974359,78,7,78,55.71,7.96,0,1
"6188","021022518","2518",4.85945945945946,111,7,111,79.29,11.33,0,1
"6189","021032518","2518",3.46909090909091,55,6,51,36.43,6.07,1,1
"6190","021042518","2518",3.88888888888889,99,7,95,67.86,9.69,1,1
"6191","021052518","2518",4.31538461538461,104,7,104,74.29,10.61,0,1
"6192","021062518","2518",4.22527472527473,91,7,91,65,9.29,0,1
"6193","021072518","2518",4.59230769230769,104,7,104,74.29,10.61,0,1
"6194","021082518","2518",3.1,12,2,12,8.57,4.28,0,0
"6195","021102518","2518",4.18333333333333,24,3,24,17.14,5.71,0,0
"6196","021112518","2518",3.91707317073171,41,6,37,26.43,4.4,1,1
"6197","021122518","2518",4.78571428571429,7,1,7,5,5,0,1
"6198","021132518","2518",3.73333333333333,12,1,12,8.57,8.57,0,1
"6199","021142518","2518",3.8474358974359,78,6,78,55.71,9.29,0,1
"6200","021152518","2518",4.46521739130435,92,7,92,65.71,9.39,0,1
"6201","021172518","2518",3.01578947368421,57,5,45,32.14,6.43,3,1
"6202","021182518","2518",3.336,50,6,34,24.29,4.05,4,1
"6203","021192518","2518",4.50841121495327,107,7,107,76.43,10.92,0,1
"6204","021202518","2518",3.33333333333333,60,7,52,37.14,5.31,2,1
"6205","021212518","2518",3.4875,64,6,48,34.29,5.72,4,1
"6206","021222518","2518",3.92564102564103,78,7,78,55.71,7.96,0,1
"6207","021232518","2518",3.06610169491525,59,6,48,34.29,5.72,3,1
"6208","021242518","2518",3.38461538461538,52,6,40,28.57,4.76,3,1
"6209","021252518","2518",3.2,4,1,4,2.86,2.86,0,1
"6210","021262518","2518",3.24545454545455,44,5,36,25.71,5.14,2,0
"6211","021272518","2518",3.51111111111111,72,7,68,48.57,6.94,1,1
"6212","021282518","2518",2.81111111111111,36,3,24,17.14,5.71,3,1
"6213","021292518","2518",3,2,1,2,1.43,1.43,0,1
"6214","021302518","2518",4.39090909090909,44,4,44,31.43,7.86,0,1
"6215","021312518","2518",2.78157894736842,38,5,18,12.86,2.57,5,0
"6216","021322518","2518",3.4,8,1,8,5.71,5.71,0,1
"6217","021332518","2518",1.66,20,3,8,5.71,1.9,3,0
"6218","021342518","2518",3.75066666666667,75,7,67,47.86,6.84,2,1
"6219","021372518","2518",3.63181818181818,88,7,84,60,8.57,1,1
"6220","021382518","2518",3.65,8,1,8,5.71,5.71,0,0
"6221","021392518","2518",4.8,4,1,4,2.86,2.86,0,0
"6222","021422518","2518",4.4,32,2,32,22.86,11.43,0,1
"6223","021432518","2518",3.85263157894737,76,6,68,48.57,8.1,2,1
"6224","021442518","2518",3.80361445783133,83,6,75,53.57,8.93,2,1
"6225","021452518","2518",4.05,56,5,52,37.14,7.43,1,1
"6226","021462518","2518",3.05483870967742,62,6,42,30,5,5,1
"6227","021472518","2518",3.62173913043478,46,5,42,30,6,1,1
"6228","021482518","2518",4.30714285714286,56,5,56,40,8,0,0
"6229","021492518","2518",3.51230769230769,65,6,53,37.86,6.31,3,1
"6230","021502518","2518",3.18823529411765,51,5,35,25,5,4,1
"6231","021512518","2518",3.41290322580645,31,4,27,19.29,4.82,0,1
"6232","021522518","2518",3.46,40,4,36,25.71,6.43,1,1
"6233","021532518","2518",2.96521739130435,46,4,34,24.29,6.07,3,1
"6234","021542518","2518",3.14181818181818,55,6,43,30.71,5.12,3,1
"6235","021552518","2518",4.268,25,4,25,17.86,4.46,0,1
"6236","021562518","2518",3.57894736842105,76,6,72,51.43,8.57,1,1
"6237","021572518","2518",3.74,40,5,36,25.71,5.14,1,1
"6238","021582518","2518",3.72592592592593,81,6,73,52.14,8.69,2,1
"6239","021592518","2518",3.80392156862745,51,5,47,33.57,6.71,1,1
"6240","021602518","2518",3.43333333333333,12,3,12,8.57,2.86,0,1
"6241","021612518","2518",3.74,40,5,40,28.57,5.71,0,1
"6242","021622518","2518",3.19428571428571,35,4,27,19.29,4.82,2,1
"6243","021632518","2518",2.8304347826087,23,4,15,10.71,2.68,2,1
"6244","021642518","2518",1.9,8,2,4,2.86,1.43,1,0
"6245","021652518","2518",4,12,2,12,8.57,4.28,0,1
"6246","021672518","2518",3.63829787234043,47,5,39,27.86,5.57,2,1
"6247","021682518","2518",0,12,1,0,0,0,3,0
"6248","021702518","2518",3.35,8,1,8,5.71,5.71,0,1
"6249","021762518","2518",3.4,4,1,4,2.86,2.86,0,1
"6250","021812518","2518",4.40322580645161,62,5,62,44.29,8.86,0,1
"6251","021822518","2518",3.32727272727273,44,4,28,20,5,4,1
"6252","021852518","2518",4.39333333333333,60,5,60,42.86,8.57,0,0
"6253","021862518","2518",4.12166666666667,60,5,57,40.71,8.14,1,1
"6254","021872518","2518",4.7474358974359,78,5,78,55.71,11.14,0,1
"6255","021882518","2518",3.49230769230769,52,5,44,31.43,6.29,2,1
"6256","021892518","2518",2.1,24,3,12,8.57,2.86,3,1
"6257","021902518","2518",3.96875,64,5,64,45.71,9.14,0,1
"6258","021922518","2518",3.57857142857143,56,5,48,34.29,6.86,2,1
"6259","021932518","2518",4.14705882352941,68,5,64,45.71,9.14,1,1
"6260","021952518","2518",4.47611940298507,67,5,67,47.86,9.57,0,1
"6261","021962518","2518",3.31428571428571,28,3,20,14.29,4.76,2,1
"6262","021972518","2518",3.50833333333333,48,4,36,25.71,6.43,3,1
"6263","021982518","2518",3.95,80,5,76,54.29,10.86,1,1
"6264","021992518","2518",3.66666666666667,12,2,12,8.57,4.28,0,0
"6265","022012518","2518",4.19365079365079,63,5,63,45,9,0,1
"6266","022022518","2518",3.6,4,1,4,2.86,2.86,0,1
"6267","022042518","2518",3.9,12,1,12,8.57,8.57,0,1
"6268","022082518","2518",4.35,64,5,64,45.71,9.14,0,1
"6269","022092518","2518",4.29565217391304,23,2,23,16.43,8.21,0,1
"6270","022122518","2518",2.93333333333333,27,3,23,16.43,5.48,1,0
"6271","022132518","2518",2.43333333333333,24,3,12,8.57,2.86,3,1
"6272","022142518","2518",2.8,28,4,16,11.43,2.86,3,0
"6273","022162518","2518",3.9,8,1,8,5.71,5.71,0,0
"6274","022182518","2518",4.088,25,3,21,15,5,1,0
"6275","022192518","2518",1.725,16,2,8,5.71,2.86,2,0
"6276","022212518","2518",2.6,24,3,12,8.57,2.86,3,1
"6277","022252518","2518",4.46666666666667,60,4,60,42.86,10.71,0,0
"6278","022262518","2518",4.41538461538461,52,4,52,37.14,9.29,0,0
"6279","022272518","2518",2.66129032258065,31,3,19,13.57,4.52,3,0
"6280","022282518","2518",4.06666666666667,12,1,12,8.57,8.57,0,1
"6281","022292518","2518",0,12,1,0,0,0,3,0
"6282","022302518","2518",3.63076923076923,39,4,35,25,6.25,1,1
"6283","022322518","2518",3.23333333333333,42,4,38,27.14,6.78,1,1
"6284","022342518","2518",4.07692307692308,52,4,48,34.29,8.57,1,1
"6285","022362518","2518",3.34285714285714,28,4,28,20,5,0,1
"6286","022372518","2518",4.63913043478261,46,4,42,30,7.5,1,1
"6287","022382518","2518",3.66,55,4,47,33.57,8.39,2,1
"6288","022392518","2518",3.69285714285714,56,4,48,34.29,8.57,2,1
"6289","022402518","2518",2.16666666666667,12,2,8,5.71,2.86,1,0
"6290","022412518","2518",3.5,4,1,4,2.86,2.86,0,1
"6291","022422518","2518",3.96458333333333,48,4,48,34.29,8.57,0,1
"6292","022432518","2518",4.3,56,4,56,40,10,0,1
"6293","022442518","2518",4.02307692307692,52,4,48,34.29,8.57,1,0
"6294","022452518","2518",2.875,32,4,20,14.29,3.57,3,0
"6295","022462518","2518",3.18285714285714,35,4,27,19.29,4.82,2,1
"6296","022482518","2518",4.15,8,1,8,5.71,5.71,0,0
"6297","022512518","2518",4.1,4,1,4,2.86,2.86,0,1
"6298","022522518","2518",3.46,40,4,32,22.86,5.72,2,1
"6299","022532518","2518",3.56511627906977,43,4,39,27.86,6.96,1,1
"6300","022542518","2518",3.775,48,4,44,31.43,7.86,1,1
"6301","022552518","2518",4.38260869565217,46,4,46,32.86,8.21,0,1
"6302","022612518","2518",4.14545454545454,33,3,33,23.57,7.86,0,1
"6303","022622518","2518",4.41904761904762,42,3,42,30,10,0,1
"6304","022632518","2518",3.81666666666667,42,3,42,30,10,0,1
"6305","022642518","2518",2.83225806451613,31,3,19,13.57,4.52,3,0
"6306","022652518","2518",4.21162790697674,43,3,43,30.71,10.24,0,1
"6307","022662518","2518",3.1,36,3,28,20,6.67,2,1
"6308","022672518","2518",4.49090909090909,44,3,44,31.43,10.48,0,1
"6309","022692518","2518",4.04,40,3,40,28.57,9.52,0,1
"6310","022702518","2518",4.3906976744186,43,3,43,30.71,10.24,0,1
"6311","022712518","2518",4.15454545454546,44,3,44,31.43,10.48,0,1
"6312","022722518","2518",4,12,3,12,8.57,2.86,0,1
"6313","022732518","2518",3.27096774193548,31,3,27,19.29,6.43,1,1
"6314","022742518","2518",3.1,20,2,12,8.57,4.28,2,1
"6315","022752518","2518",4.27,40,3,40,28.57,9.52,0,1
"6316","022762518","2518",3.5125,32,3,32,22.86,7.62,0,1
"6317","022782518","2518",4.13,40,3,40,28.57,9.52,0,1
"6318","022792518","2518",4.52727272727273,44,3,44,31.43,10.48,0,1
"6319","022802518","2518",3.27777777777778,36,3,32,22.86,7.62,1,1
"6320","022812518","2518",4.51612903225806,31,3,31,22.14,7.38,0,1
"6321","022822518","2518",3.64117647058824,34,3,30,21.43,7.14,1,1
"6322","022832518","2518",4,20,2,20,14.29,7.14,0,1
"6323","022842518","2518",1.65,18,2,7,5,2.5,3,0
"6324","022852518","2518",4,20,2,20,14.29,7.14,0,0
"6325","022862518","2518",4.17631578947368,38,3,38,27.14,9.05,0,0
"6326","022872518","2518",4.36428571428571,56,3,56,40,13.33,0,1
"6327","022912518","2518",3.98571428571429,28,2,28,20,10,0,1
"6328","022922518","2518",4.68571428571429,28,2,28,20,10,0,1
"6329","022942518","2518",2.44516129032258,31,2,11,7.86,3.93,5,0
"6330","022952518","2518",4.51428571428571,28,2,28,20,10,0,1
"6331","022972518","2518",3.52857142857143,28,2,28,20,10,0,1
"6332","023022518","2518",0.933333333333333,12,1,0,0,0,3,0
"6333","023032518","2518",4.375,32,2,32,22.86,11.43,0,1
"6334","023062518","2518",3.26666666666667,24,2,12,8.57,4.28,3,1
"6335","023072518","2518",3.91428571428571,28,2,28,20,10,0,1
"6336","023082518","2518",3.8875,32,2,32,22.86,11.43,0,1
"6337","023092518","2518",3.62857142857143,28,2,28,20,10,0,1
"6338","023102518","2518",3.22666666666667,15,1,15,10.71,10.71,0,1
"6339","023122518","2518",3.27142857142857,28,2,24,17.14,8.57,1,1
"6340","023132518","2518",1.7,8,1,0,0,0,2,0
"6341","023142518","2518",0,12,1,0,0,0,3,0
"6342","023152518","2518",4.1,24,2,24,17.14,8.57,0,1
"6343","023162518","2518",3.8,28,2,28,20,10,0,1
"6344","023172518","2518",4.06666666666667,24,2,20,14.29,7.14,1,1
"6345","023182518","2518",2.70666666666667,15,2,11,7.86,3.93,1,0
"6346","023192518","2518",3.15,24,2,20,14.29,7.14,1,1
"6347","023202518","2518",2.675,16,2,8,5.71,2.86,2,0
"6348","023212518","2518",3.28,20,2,16,11.43,5.72,1,1
"6349","023232518","2518",3.425,16,2,12,8.57,4.28,1,1
"6350","023262518","2518",1.3,8,1,0,0,0,2,0
"6351","023272518","2518",3.54347826086957,23,2,20,14.29,7.14,1,1
"6352","023292518","2518",2.68,20,2,8,5.71,2.86,3,0
"6353","023302518","2518",2.7,12,1,4,2.86,2.86,2,0
"6354","023312518","2518",2.26666666666667,12,1,4,2.86,2.86,2,1
"6355","023322518","2518",4.63636363636364,22,2,22,15.71,7.86,0,1
"6356","023332518","2518",4.56060606060606,33,2,33,23.57,11.79,0,1
"6357","023362518","2518",3.3,12,1,12,8.57,8.57,0,1
"6358","023372518","2518",3.86666666666667,12,1,12,8.57,8.57,0,1
"6359","023382518","2518",4.5,12,1,12,8.57,8.57,0,1
"6360","023392518","2518",1.4,12,1,0,0,0,3,0
"6361","023402518","2518",3.2,12,1,12,8.57,8.57,0,1
"6362","023432518","2518",4.36666666666667,12,1,12,8.57,8.57,0,1
"6363","023472518","2518",2.1,12,1,0,0,0,3,0
"6364","023492518","2518",3.7,12,1,12,8.57,8.57,0,1
"6365","023502518","2518",2,8,1,0,0,0,2,0
"6366","023522518","2518",1.6,12,1,0,0,0,3,0
"6367","023542518","2518",3.76666666666667,12,1,12,8.57,8.57,0,1
"6368","023552518","2518",3.3,16,1,12,8.57,8.57,1,1
"6369","023572518","2518",3.53333333333333,12,1,12,8.57,8.57,0,1
