"","IDG_RIUU","COD_PLAN","PAPA_tot","GRUPO","PLAN","TRIAGE"
"816","021102514","2514","4.1",1,"ESTADÍSTICA","V"
"819","021132514","2514","4",1,"ESTADÍSTICA","V"
"826","021322514","2514","4",1,"ESTADÍSTICA","V"
"832","021442514","2514","3.9",1,"ESTADÍSTICA","V"
"834","021462514","2514","4.3",1,"ESTADÍSTICA","V"
"845","021602514","2514","3.9",1,"ESTADÍSTICA","V"
"850","021692514","2514","4.1",1,"ESTADÍSTICA","V"
"967","018392515","2515","4.1",1,"FARMACIA","V"
"1068","023092515","2515","4",1,"FARMACIA","V"
"1116","023782515","2515","3.7",1,"FARMACIA","V"
"1125","023972515","2515","3.9",1,"FARMACIA","V"
"1141","024152515","2515","3.8",1,"FARMACIA","V"
"1146","024212515","2515","3.9",1,"FARMACIA","V"
"1163","024502515","2515","4.3",1,"FARMACIA","V"
"1171","024712515","2515","3.8",1,"FARMACIA","V"
"1172","024722515","2515","3.9",1,"FARMACIA","V"
"1184","024922515","2515","3.9",1,"FARMACIA","V"
"1185","024932515","2515","4",1,"FARMACIA","V"
"1186","024942515","2515","4.3",1,"FARMACIA","V"
"1187","024962515","2515","4.1",1,"FARMACIA","V"
"1190","024992515","2515","4.2",1,"FARMACIA","V"
"1194","025032515","2515","4",1,"FARMACIA","V"
"1196","025062515","2515","4",1,"FARMACIA","V"
"1200","025102515","2515","4.1",1,"FARMACIA","V"
"1205","025152515","2515","4.2",1,"FARMACIA","V"
"1206","025162515","2515","4.2",1,"FARMACIA","V"
"1208","025182515","2515","3.9",1,"FARMACIA","V"
"1209","025192515","2515","3.8",1,"FARMACIA","V"
"1212","025222515","2515","3.7",1,"FARMACIA","V"
"1215","025282515","2515","4.1",1,"FARMACIA","V"
"1221","025352515","2515","3.8",1,"FARMACIA","V"
"1225","025412515","2515","4",1,"FARMACIA","V"
"1227","025432515","2515","3.8",1,"FARMACIA","V"
"1230","025472515","2515","3.8",1,"FARMACIA","V"
"1231","025482515","2515","3.8",1,"FARMACIA","V"
"1234","025532515","2515","4.4",1,"FARMACIA","V"
"1235","025552515","2515","3.8",1,"FARMACIA","V"
"1237","025572515","2515","4.2",1,"FARMACIA","V"
"1238","025582515","2515","4",1,"FARMACIA","V"
"1241","025612515","2515","4.2",1,"FARMACIA","V"
"1244","025642515","2515","4.3",1,"FARMACIA","V"
"1245","025652515","2515","3.9",1,"FARMACIA","V"
"1246","025662515","2515","4.1",1,"FARMACIA","V"
"1251","025712515","2515","3.8",1,"FARMACIA","V"
"1252","025722515","2515","4.1",1,"FARMACIA","V"
"1253","025732515","2515","4.1",1,"FARMACIA","V"
"1257","025792515","2515","4.5",1,"FARMACIA","V"
"1258","025802515","2515","4.2",1,"FARMACIA","V"
"1259","025812515","2515","3.8",1,"FARMACIA","V"
"1260","025822515","2515","4.3",1,"FARMACIA","V"
"1262","025842515","2515","3.9",1,"FARMACIA","V"
"1263","025852515","2515","3.9",1,"FARMACIA","V"
"1264","025862515","2515","3.9",1,"FARMACIA","V"
"1265","025872515","2515","4.2",1,"FARMACIA","V"
"1266","025892515","2515","4.1",1,"FARMACIA","V"
"1267","025902515","2515","4.3",1,"FARMACIA","V"
"1268","025922515","2515","4",1,"FARMACIA","V"
"1269","025932515","2515","3.8",1,"FARMACIA","V"
"1272","025962515","2515","4.2",1,"FARMACIA","V"
"1276","026012515","2515","4.6",1,"FARMACIA","V"
"1279","026042515","2515","4.1",1,"FARMACIA","V"
"1280","026062515","2515","4.3",1,"FARMACIA","V"
"1282","026092515","2515","4.2",1,"FARMACIA","V"
"1283","026102515","2515","3.9",1,"FARMACIA","V"
"1284","026112515","2515","3.8",1,"FARMACIA","V"
"1285","026182515","2515","4.5",1,"FARMACIA","V"
"1286","026192515","2515","4.4",1,"FARMACIA","V"
"1287","026202515","2515","4.2",1,"FARMACIA","V"
"1288","026222515","2515","4.4",1,"FARMACIA","V"
"1289","026232515","2515","4.2",1,"FARMACIA","V"
"1290","026242515","2515","3.9",1,"FARMACIA","V"
"1291","026252515","2515","3.8",1,"FARMACIA","V"
"1292","026272515","2515","4",1,"FARMACIA","V"
"1293","026282515","2515","4.1",1,"FARMACIA","V"
"1294","026292515","2515","4.1",1,"FARMACIA","V"
"1295","026302515","2515","4",1,"FARMACIA","V"
"1296","026312515","2515","4.2",1,"FARMACIA","V"
"1297","026322515","2515","3.8",1,"FARMACIA","V"
"1298","026332515","2515","4.1",1,"FARMACIA","V"
"1301","026362515","2515","4.3",1,"FARMACIA","V"
"1302","026372515","2515","4.1",1,"FARMACIA","V"
"1303","026382515","2515","4",1,"FARMACIA","V"
"1305","026402515","2515","4.2",1,"FARMACIA","V"
"1307","026422515","2515","4.2",1,"FARMACIA","V"
"1309","026442515","2515","4.4",1,"FARMACIA","V"
"1310","026452515","2515","4.1",1,"FARMACIA","V"
"1311","026462515","2515","4",1,"FARMACIA","V"
"1312","026472515","2515","4",1,"FARMACIA","V"
"1313","026482515","2515","4.2",1,"FARMACIA","V"
"1315","026502515","2515","4.3",1,"FARMACIA","V"
"1319","026542515","2515","4.4",1,"FARMACIA","V"
"1322","026582515","2515","3.7",1,"FARMACIA","V"
"1323","026592515","2515","3.8",1,"FARMACIA","V"
"1328","026652515","2515","4",1,"FARMACIA","V"
"1332","026702515","2515","3.9",1,"FARMACIA","V"
"1334","026752515","2515","3.8",1,"FARMACIA","V"
"1342","026892515","2515","4.2",1,"FARMACIA","V"
"1348","026962515","2515","4",1,"FARMACIA","V"
"1349","026982515","2515","4",1,"FARMACIA","V"
"1350","027002515","2515","3.9",1,"FARMACIA","V"
"1351","027012515","2515","4.1",1,"FARMACIA","V"
"1353","027032515","2515","4",1,"FARMACIA","V"
"1356","027072515","2515","4.2",1,"FARMACIA","V"
"1358","027102515","2515","4.3",1,"FARMACIA","V"
"1359","027112515","2515","4.2",1,"FARMACIA","V"
"1360","027132515","2515","4",1,"FARMACIA","V"
"1361","027142515","2515","4",1,"FARMACIA","V"
"1362","027162515","2515","4.3",1,"FARMACIA","V"
"1365","027202515","2515","4.1",1,"FARMACIA","V"
"1366","027212515","2515","4.1",1,"FARMACIA","V"
"1368","027232515","2515","3.7",1,"FARMACIA","V"
"1369","027242515","2515","4.4",1,"FARMACIA","V"
"1371","027262515","2515","4.5",1,"FARMACIA","V"
"1372","027272515","2515","4.3",1,"FARMACIA","V"
"1374","027292515","2515","4.1",1,"FARMACIA","V"
"1376","027322515","2515","3.9",1,"FARMACIA","V"
"1377","027372515","2515","4.3",1,"FARMACIA","V"
"1384","027472515","2515","3.9",1,"FARMACIA","V"
"1394","027692515","2515","3.9",1,"FARMACIA","V"
"1401","027762515","2515","4",1,"FARMACIA","V"
"1402","027772515","2515","4",1,"FARMACIA","V"
"1407","027832515","2515","4",1,"FARMACIA","V"
"1427","028052515","2515","4.1",1,"FARMACIA","V"
"1611","018392516","2516","3.9",1,"FÍSICA","V"
"1624","019192516","2516","4.1",1,"FÍSICA","V"
"1625","019252516","2516","3.8",1,"FÍSICA","V"
"1638","019642516","2516","4",1,"FÍSICA","V"
"1650","019902516","2516","4.1",1,"FÍSICA","V"
"1653","019982516","2516","4.1",1,"FÍSICA","V"
"1668","020372516","2516","3.9",1,"FÍSICA","V"
"1678","020722516","2516","3.9",1,"FÍSICA","V"
"1691","020892516","2516","3.8",1,"FÍSICA","V"
"1719","021452516","2516","3.7",1,"FÍSICA","V"
"1728","021672516","2516","3.7",1,"FÍSICA","V"
"1735","021762516","2516","4.3",1,"FÍSICA","V"
"1740","021832516","2516","4.6",1,"FÍSICA","V"
"1746","021962516","2516","4.1",1,"FÍSICA","V"
"1756","022282516","2516","3.8",1,"FÍSICA","V"
"1766","022582516","2516","3.9",1,"FÍSICA","V"
"1772","022672516","2516","3.9",1,"FÍSICA","V"
"1773","022682516","2516","3.9",1,"FÍSICA","V"
"1777","022732516","2516","4.3",1,"FÍSICA","V"
"1779","022752516","2516","3.8",1,"FÍSICA","V"
"1783","022802516","2516","4",1,"FÍSICA","V"
"1789","022872516","2516","4.6",1,"FÍSICA","V"
"1792","022902516","2516","4.3",1,"FÍSICA","V"
"1793","022912516","2516","4.4",1,"FÍSICA","V"
"1798","022962516","2516","4.2",1,"FÍSICA","V"
"1799","022972516","2516","4.4",1,"FÍSICA","V"
"1801","022992516","2516","4.3",1,"FÍSICA","V"
"1804","023032516","2516","4",1,"FÍSICA","V"
"1806","023052516","2516","3.8",1,"FÍSICA","V"
"1807","023062516","2516","4",1,"FÍSICA","V"
"1809","023102516","2516","3.9",1,"FÍSICA","V"
"1811","023132516","2516","4.1",1,"FÍSICA","V"
"1815","023202516","2516","4.4",1,"FÍSICA","V"
"1816","023212516","2516","4.6",1,"FÍSICA","V"
"1817","023232516","2516","4.1",1,"FÍSICA","V"
"1831","023402516","2516","4.2",1,"FÍSICA","V"
"1833","023422516","2516","3.8",1,"FÍSICA","V"
"1837","023502516","2516","4.1",1,"FÍSICA","V"
"1838","023522516","2516","4.9",1,"FÍSICA","V"
"1839","023552516","2516","4.1",1,"FÍSICA","V"
"1840","023572516","2516","4.1",1,"FÍSICA","V"
"1842","023612516","2516","3.8",1,"FÍSICA","V"
"1844","023632516","2516","4.6",1,"FÍSICA","V"
"1845","023652516","2516","3.9",1,"FÍSICA","V"
"1846","023662516","2516","4",1,"FÍSICA","V"
"1847","023672516","2516","4.6",1,"FÍSICA","V"
"1848","023682516","2516","4",1,"FÍSICA","V"
"1851","023722516","2516","4.4",1,"FÍSICA","V"
"1853","023762516","2516","4.7",1,"FÍSICA","V"
"1857","023832516","2516","4.7",1,"FÍSICA","V"
"1858","023842516","2516","4",1,"FÍSICA","V"
"1860","023892516","2516","4.3",1,"FÍSICA","V"
"1862","023912516","2516","4",1,"FÍSICA","V"
"1863","023922516","2516","3.9",1,"FÍSICA","V"
"1865","023952516","2516","3.8",1,"FÍSICA","V"
"1867","023972516","2516","4.1",1,"FÍSICA","V"
"1868","023982516","2516","3.8",1,"FÍSICA","V"
"1872","024032516","2516","4.2",1,"FÍSICA","V"
"1873","024042516","2516","3.8",1,"FÍSICA","V"
"1874","024052516","2516","4.6",1,"FÍSICA","V"
"1877","024102516","2516","4",1,"FÍSICA","V"
"1878","024122516","2516","4.5",1,"FÍSICA","V"
"1880","024172516","2516","4.5",1,"FÍSICA","V"
"1886","024272516","2516","3.9",1,"FÍSICA","V"
"1887","024282516","2516","4.4",1,"FÍSICA","V"
"1888","024302516","2516","4.3",1,"FÍSICA","V"
"1889","024322516","2516","4.8",1,"FÍSICA","V"
"1890","024332516","2516","4.6",1,"FÍSICA","V"
"1892","024352516","2516","4",1,"FÍSICA","V"
"1894","024372516","2516","4.3",1,"FÍSICA","V"
"1896","024392516","2516","4.2",1,"FÍSICA","V"
"1897","024402516","2516","4.5",1,"FÍSICA","V"
"1901","024452516","2516","4",1,"FÍSICA","V"
"1902","024462516","2516","4",1,"FÍSICA","V"
"1905","024502516","2516","4.2",1,"FÍSICA","V"
"1906","024512516","2516","4.5",1,"FÍSICA","V"
"1907","024522516","2516","4.3",1,"FÍSICA","V"
"1911","024582516","2516","4.3",1,"FÍSICA","V"
"1914","024632516","2516","4.3",1,"FÍSICA","V"
"1917","024692516","2516","4.1",1,"FÍSICA","V"
"1922","024752516","2516","4",1,"FÍSICA","V"
"1923","024762516","2516","4.3",1,"FÍSICA","V"
"1924","024772516","2516","4.4",1,"FÍSICA","V"
"1925","024782516","2516","4.4",1,"FÍSICA","V"
"1926","024792516","2516","3.9",1,"FÍSICA","V"
"1927","024812516","2516","4.1",1,"FÍSICA","V"
"1931","024852516","2516","4.1",1,"FÍSICA","V"
"1933","024872516","2516","4",1,"FÍSICA","V"
"1934","024882516","2516","4.1",1,"FÍSICA","V"
"1936","024902516","2516","4.8",1,"FÍSICA","V"
"1937","024912516","2516","4.3",1,"FÍSICA","V"
"1939","024952516","2516","3.7",1,"FÍSICA","V"
"1940","024972516","2516","3.7",1,"FÍSICA","V"
"1941","024992516","2516","4.2",1,"FÍSICA","V"
"1942","025002516","2516","4",1,"FÍSICA","V"
"1943","025012516","2516","4.2",1,"FÍSICA","V"
"1944","025022516","2516","3.9",1,"FÍSICA","V"
"1946","025042516","2516","4",1,"FÍSICA","V"
"1949","025082516","2516","3.9",1,"FÍSICA","V"
"1953","025122516","2516","4.4",1,"FÍSICA","V"
"1954","025132516","2516","4.5",1,"FÍSICA","V"
"1955","025142516","2516","3.8",1,"FÍSICA","V"
"1956","025152516","2516","4.1",1,"FÍSICA","V"
"1958","025182516","2516","4.1",1,"FÍSICA","V"
"1959","025192516","2516","3.8",1,"FÍSICA","V"
"1960","025202516","2516","4.2",1,"FÍSICA","V"
"1962","025222516","2516","4",1,"FÍSICA","V"
"1968","025302516","2516","4.1",1,"FÍSICA","V"
"1969","025312516","2516","4.3",1,"FÍSICA","V"
"1971","025342516","2516","4.4",1,"FÍSICA","V"
"1972","025352516","2516","4.2",1,"FÍSICA","V"
"1973","025402516","2516","3.9",1,"FÍSICA","V"
"1974","025412516","2516","4.5",1,"FÍSICA","V"
"1977","025472516","2516","4.4",1,"FÍSICA","V"
"1978","025482516","2516","4.2",1,"FÍSICA","V"
"1979","025512516","2516","3.8",1,"FÍSICA","V"
"1981","025552516","2516","4.2",1,"FÍSICA","V"
"1985","025642516","2516","4",1,"FÍSICA","V"
"1986","025662516","2516","3.8",1,"FÍSICA","V"
"1987","025672516","2516","3.9",1,"FÍSICA","V"
"1988","025702516","2516","4.8",1,"FÍSICA","V"
"1990","025742516","2516","4.7",1,"FÍSICA","V"
"1992","025772516","2516","4.3",1,"FÍSICA","V"
"1993","025782516","2516","4.3",1,"FÍSICA","V"
"1994","025792516","2516","4",1,"FÍSICA","V"
"1995","025802516","2516","3.9",1,"FÍSICA","V"
"2000","025932516","2516","4.7",1,"FÍSICA","V"
"2002","025952516","2516","4",1,"FÍSICA","V"
"2010","026062516","2516","3.9",1,"FÍSICA","V"
"2011","026072516","2516","4.5",1,"FÍSICA","V"
"2024","026302516","2516","3.9",1,"FÍSICA","V"
"2026","026332516","2516","4.2",1,"FÍSICA","V"
"2027","026352516","2516","3.8",1,"FÍSICA","V"
"2029","026372516","2516","3.8",1,"FÍSICA","V"
"2031","026422516","2516","4.2",1,"FÍSICA","V"
"2041","026552516","2516","4.1",1,"FÍSICA","V"
"2044","026582516","2516","3.8",1,"FÍSICA","V"
"2240","012662517","2517","4.3",1,"GEOLOGÍA","V"
"2286","013602517","2517","4.2",1,"GEOLOGÍA","V"
"2310","014102517","2517","4.2",1,"GEOLOGÍA","V"
"2315","014212517","2517","4.1",1,"GEOLOGÍA","V"
"2316","014222517","2517","4",1,"GEOLOGÍA","V"
"2332","014522517","2517","4",1,"GEOLOGÍA","V"
"2339","014652517","2517","4.1",1,"GEOLOGÍA","V"
"2343","014712517","2517","3.8",1,"GEOLOGÍA","V"
"2345","014742517","2517","3.8",1,"GEOLOGÍA","V"
"2347","014772517","2517","4.2",1,"GEOLOGÍA","V"
"2350","014842517","2517","3.7",1,"GEOLOGÍA","V"
"2353","014872517","2517","3.8",1,"GEOLOGÍA","V"
"2355","014892517","2517","4.2",1,"GEOLOGÍA","V"
"2356","014902517","2517","4",1,"GEOLOGÍA","V"
"2357","014912517","2517","4.2",1,"GEOLOGÍA","V"
"2360","014962517","2517","3.9",1,"GEOLOGÍA","V"
"2368","015052517","2517","3.8",1,"GEOLOGÍA","V"
"2369","015062517","2517","4.2",1,"GEOLOGÍA","V"
"2370","015072517","2517","3.7",1,"GEOLOGÍA","V"
"2373","015112517","2517","3.8",1,"GEOLOGÍA","V"
"2376","015152517","2517","3.7",1,"GEOLOGÍA","V"
"2377","015162517","2517","4.1",1,"GEOLOGÍA","V"
"2386","015262517","2517","4.1",1,"GEOLOGÍA","V"
"2389","015312517","2517","4.1",1,"GEOLOGÍA","V"
"2390","015322517","2517","3.9",1,"GEOLOGÍA","V"
"2391","015332517","2517","3.8",1,"GEOLOGÍA","V"
"2393","015362517","2517","3.9",1,"GEOLOGÍA","V"
"2394","015372517","2517","4.1",1,"GEOLOGÍA","V"
"2395","015382517","2517","3.7",1,"GEOLOGÍA","V"
"2396","015392517","2517","4.2",1,"GEOLOGÍA","V"
"2398","015412517","2517","4.3",1,"GEOLOGÍA","V"
"2399","015422517","2517","3.8",1,"GEOLOGÍA","V"
"2401","015442517","2517","4.1",1,"GEOLOGÍA","V"
"2403","015462517","2517","4.2",1,"GEOLOGÍA","V"
"2404","015472517","2517","3.7",1,"GEOLOGÍA","V"
"2406","015492517","2517","3.7",1,"GEOLOGÍA","V"
"2407","015512517","2517","4.2",1,"GEOLOGÍA","V"
"2412","015582517","2517","3.8",1,"GEOLOGÍA","V"
"2413","015592517","2517","3.7",1,"GEOLOGÍA","V"
"2414","015622517","2517","4.1",1,"GEOLOGÍA","V"
"2416","015642517","2517","4",1,"GEOLOGÍA","V"
"2421","015762517","2517","4",1,"GEOLOGÍA","V"
"2422","015772517","2517","4",1,"GEOLOGÍA","V"
"2426","015822517","2517","3.8",1,"GEOLOGÍA","V"
"2431","015902517","2517","4.2",1,"GEOLOGÍA","V"
"2433","015932517","2517","3.8",1,"GEOLOGÍA","V"
"2434","015942517","2517","4",1,"GEOLOGÍA","V"
"2435","015962517","2517","3.8",1,"GEOLOGÍA","V"
"2436","015982517","2517","4",1,"GEOLOGÍA","V"
"2438","016002517","2517","3.7",1,"GEOLOGÍA","V"
"2442","016052517","2517","3.7",1,"GEOLOGÍA","V"
"2445","016112517","2517","4",1,"GEOLOGÍA","V"
"2447","016142517","2517","3.7",1,"GEOLOGÍA","V"
"2462","016422517","2517","3.7",1,"GEOLOGÍA","V"
"2465","016452517","2517","4.1",1,"GEOLOGÍA","V"
"2470","016512517","2517","3.9",1,"GEOLOGÍA","V"
"2474","016552517","2517","3.8",1,"GEOLOGÍA","V"
"2478","016622517","2517","4.2",1,"GEOLOGÍA","V"
"2481","016662517","2517","3.7",1,"GEOLOGÍA","V"
"2482","016672517","2517","4",1,"GEOLOGÍA","V"
"2483","016682517","2517","3.8",1,"GEOLOGÍA","V"
"2484","016692517","2517","3.8",1,"GEOLOGÍA","V"
"2610","019462518","2518","4.1",1,"MATEMÁTICAS","V"
"2627","019962518","2518","4.6",1,"MATEMÁTICAS","V"
"2631","020112518","2518","4",1,"MATEMÁTICAS","V"
"2632","020132518","2518","4.4",1,"MATEMÁTICAS","V"
"2641","020362518","2518","3.9",1,"MATEMÁTICAS","V"
"2643","020392518","2518","4",1,"MATEMÁTICAS","V"
"2647","020512518","2518","4.1",1,"MATEMÁTICAS","V"
"2648","020522518","2518","4.2",1,"MATEMÁTICAS","V"
"2650","020542518","2518","4.3",1,"MATEMÁTICAS","V"
"2652","020572518","2518","4",1,"MATEMÁTICAS","V"
"2653","020592518","2518","4.1",1,"MATEMÁTICAS","V"
"2657","020682518","2518","4.1",1,"MATEMÁTICAS","V"
"2658","020692518","2518","4.2",1,"MATEMÁTICAS","V"
"2660","020722518","2518","4.3",1,"MATEMÁTICAS","V"
"2662","020742518","2518","3.8",1,"MATEMÁTICAS","V"
"2668","020862518","2518","3.9",1,"MATEMÁTICAS","V"
"2672","020992518","2518","3.9",1,"MATEMÁTICAS","V"
"2675","021022518","2518","4.9",1,"MATEMÁTICAS","V"
"2677","021042518","2518","3.9",1,"MATEMÁTICAS","V"
"2678","021052518","2518","4.3",1,"MATEMÁTICAS","V"
"2679","021062518","2518","4.2",1,"MATEMÁTICAS","V"
"2680","021072518","2518","4.6",1,"MATEMÁTICAS","V"
"2684","021142518","2518","3.8",1,"MATEMÁTICAS","V"
"2685","021152518","2518","4.5",1,"MATEMÁTICAS","V"
"2688","021192518","2518","4.5",1,"MATEMÁTICAS","V"
"2691","021222518","2518","3.9",1,"MATEMÁTICAS","V"
"2700","021342518","2518","3.8",1,"MATEMÁTICAS","V"
"2703","021432518","2518","3.9",1,"MATEMÁTICAS","V"
"2704","021442518","2518","3.8",1,"MATEMÁTICAS","V"
"2705","021452518","2518","4",1,"MATEMÁTICAS","V"
"2717","021582518","2518","3.7",1,"MATEMÁTICAS","V"
"2727","021812518","2518","4.4",1,"MATEMÁTICAS","V"
"2729","021862518","2518","4.1",1,"MATEMÁTICAS","V"
"2730","021872518","2518","4.7",1,"MATEMÁTICAS","V"
"2732","021902518","2518","4",1,"MATEMÁTICAS","V"
"2734","021932518","2518","4.1",1,"MATEMÁTICAS","V"
"2735","021952518","2518","4.5",1,"MATEMÁTICAS","V"
"2738","021982518","2518","4",1,"MATEMÁTICAS","V"
"2739","022012518","2518","4.2",1,"MATEMÁTICAS","V"
"2742","022082518","2518","4.3",1,"MATEMÁTICAS","V"
"2754","022432518","2518","4.3",1,"MATEMÁTICAS","V"
"2856","017872519","2519","4",1,"QUÍMICA","V"
"2894","019302519","2519","3.8",1,"QUÍMICA","V"
"2923","020182519","2519","3.8",1,"QUÍMICA","V"
"2931","020462519","2519","3.8",1,"QUÍMICA","V"
"2937","020652519","2519","3.7",1,"QUÍMICA","V"
"2967","021302519","2519","4.2",1,"QUÍMICA","V"
"2971","021372519","2519","4.4",1,"QUÍMICA","V"
"2972","021382519","2519","4.3",1,"QUÍMICA","V"
"2974","021412519","2519","3.9",1,"QUÍMICA","V"
"2977","021502519","2519","3.7",1,"QUÍMICA","V"
"2979","021532519","2519","4.4",1,"QUÍMICA","V"
"2983","021572519","2519","4.1",1,"QUÍMICA","V"
"2988","021672519","2519","4.1",1,"QUÍMICA","V"
"2999","021962519","2519","4",1,"QUÍMICA","V"
"3004","022042519","2519","4.1",1,"QUÍMICA","V"
"3011","022212519","2519","4.5",1,"QUÍMICA","V"
"3013","022262519","2519","3.7",1,"QUÍMICA","V"
"3014","022282519","2519","4.1",1,"QUÍMICA","V"
"3020","022372519","2519","3.9",1,"QUÍMICA","V"
"3023","022402519","2519","4.2",1,"QUÍMICA","V"
"3025","022422519","2519","4",1,"QUÍMICA","V"
"3027","022442519","2519","4.5",1,"QUÍMICA","V"
"3031","022482519","2519","4.1",1,"QUÍMICA","V"
"3032","022492519","2519","3.9",1,"QUÍMICA","V"
"3034","022522519","2519","3.9",1,"QUÍMICA","V"
"3041","022622519","2519","3.8",1,"QUÍMICA","V"
"3053","022782519","2519","4",1,"QUÍMICA","V"
"3055","022822519","2519","4.4",1,"QUÍMICA","V"
"3057","022842519","2519","3.8",1,"QUÍMICA","V"
"3060","022902519","2519","4",1,"QUÍMICA","V"
"3061","022992519","2519","4.2",1,"QUÍMICA","V"
"3063","023022519","2519","4",1,"QUÍMICA","V"
"3065","023052519","2519","3.9",1,"QUÍMICA","V"
"3066","023062519","2519","4.2",1,"QUÍMICA","V"
"3067","023072519","2519","3.9",1,"QUÍMICA","V"
"3068","023082519","2519","4",1,"QUÍMICA","V"
"3069","023092519","2519","3.9",1,"QUÍMICA","V"
"3072","023162519","2519","3.9",1,"QUÍMICA","V"
"3073","023172519","2519","4.1",1,"QUÍMICA","V"
"3074","023192519","2519","4.4",1,"QUÍMICA","V"
"3075","023202519","2519","4.1",1,"QUÍMICA","V"
"3076","023212519","2519","4.8",1,"QUÍMICA","V"
"3077","023222519","2519","3.9",1,"QUÍMICA","V"
"3078","023232519","2519","3.9",1,"QUÍMICA","V"
"3079","023242519","2519","3.9",1,"QUÍMICA","V"
"3080","023262519","2519","4.4",1,"QUÍMICA","V"
"3081","023282519","2519","3.9",1,"QUÍMICA","V"
"3084","023352519","2519","4.2",1,"QUÍMICA","V"
"3086","023372519","2519","3.7",1,"QUÍMICA","V"
"3089","023452519","2519","4",1,"QUÍMICA","V"
"3090","023462519","2519","3.9",1,"QUÍMICA","V"
"3092","023502519","2519","3.8",1,"QUÍMICA","V"
"3093","023512519","2519","3.7",1,"QUÍMICA","V"
"3094","023522519","2519","4.6",1,"QUÍMICA","V"
"3096","023552519","2519","4.3",1,"QUÍMICA","V"
"3098","023592519","2519","4.2",1,"QUÍMICA","V"
"3104","023702519","2519","4",1,"QUÍMICA","V"
"3107","023782519","2519","3.8",1,"QUÍMICA","V"
"3109","023822519","2519","3.8",1,"QUÍMICA","V"
"3110","023852519","2519","4.3",1,"QUÍMICA","V"
"3113","023892519","2519","4.3",1,"QUÍMICA","V"
"3114","023902519","2519","3.9",1,"QUÍMICA","V"
"3117","023942519","2519","3.9",1,"QUÍMICA","V"
"3120","023972519","2519","4",1,"QUÍMICA","V"
"3123","024002519","2519","4.4",1,"QUÍMICA","V"
"3124","024012519","2519","4",1,"QUÍMICA","V"
"3126","024032519","2519","4.2",1,"QUÍMICA","V"
"3128","024052519","2519","3.9",1,"QUÍMICA","V"
"3134","024112519","2519","4",1,"QUÍMICA","V"
"3136","024132519","2519","4.3",1,"QUÍMICA","V"
"3137","024142519","2519","4",1,"QUÍMICA","V"
"3151","024292519","2519","4",1,"QUÍMICA","V"
"3152","024302519","2519","3.7",1,"QUÍMICA","V"
"3154","024332519","2519","4.2",1,"QUÍMICA","V"
"3156","024362519","2519","4.3",1,"QUÍMICA","V"
"3158","024382519","2519","3.9",1,"QUÍMICA","V"
"3159","024392519","2519","3.8",1,"QUÍMICA","V"
"3164","024462519","2519","3.9",1,"QUÍMICA","V"
"3165","024472519","2519","4.4",1,"QUÍMICA","V"
"3168","024502519","2519","4.1",1,"QUÍMICA","V"
"3169","024522519","2519","3.9",1,"QUÍMICA","V"
"3178","024682519","2519","4",1,"QUÍMICA","V"
"3179","024702519","2519","4",1,"QUÍMICA","V"
"3194","024972519","2519","3.8",1,"QUÍMICA","V"
"3196","025012519","2519","4.1",1,"QUÍMICA","V"
"3209","025312519","2519","3.7",1,"QUÍMICA","V"
"3227","025522519","2519","3.8",1,"QUÍMICA","V"
"3377","000122933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3393","000592933","2933","3.8",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3396","000662933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3400","000722933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3401","000762933","2933","4.3",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3402","000772933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3408","000862933","2933","4.5",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3412","000902933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3419","001102933","2933","4.1",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3424","001172933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3433","001322933","2933","3.8",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3437","001362933","2933","4.1",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3438","001372933","2933","3.8",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3440","001412933","2933","4.3",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3441","001422933","2933","4.7",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3443","001542933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3445","001562933","2933","4.3",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3447","001582933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3448","001592933","2933","4.3",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3449","001602933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3450","001612933","2933","3.8",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3451","001622933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3452","001632933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3453","001642933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
